Name,Discount,Price,Sold_Num,Link
日本超夯北海道生吐司(共8種口味) 90g 【滿999免運】 團購美食 生吐司 早餐推薦,滿額折$30,$45,5,https://shopee.tw/%E6%97%A5%E6%9C%AC%E8%B6%85%E5%A4%AF%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%9F%E5%90%90%E5%8F%B8(%E5%85%B18%E7%A8%AE%E5%8F%A3%E5%91%B3)-90g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%9C%98%E8%B3%BC%E7%BE%8E%E9%A3%9F-%E7%94%9F%E5%90%90%E5%8F%B8-%E6%97%A9%E9%A4%90%E6%8E%A8%E8%96%A6-i.772733494.14984934635?sp_atk=24e341d6-f277-4fe9-9990-3bbebf849bd1
,,,,
即食料理 台北《佬港冰室》乾炒牛肉河粉 300g【滿999免運】 台北淡水名店 港式經典,滿額折$30,$145,1,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%96%99%E7%90%86-%E5%8F%B0%E5%8C%97%E3%80%8A%E4%BD%AC%E6%B8%AF%E5%86%B0%E5%AE%A4%E3%80%8B%E4%B9%BE%E7%82%92%E7%89%9B%E8%82%89%E6%B2%B3%E7%B2%89-300g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%8F%B0%E5%8C%97%E6%B7%A1%E6%B0%B4%E5%90%8D%E5%BA%97-%E6%B8%AF%E5%BC%8F%E7%B6%93%E5%85%B8-i.772733494.18559048424?sp_atk=6b979979-80f6-4bea-a6dc-f356bc22d745
,,,,
麵食點心《大家》超迷你馬卡龍銀絲卷 原味/草莓/巧克力 (20入) 500克/包 【滿999免運】早餐,滿額折$30,$99,14,https://shopee.tw/%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E3%80%8A%E5%A4%A7%E5%AE%B6%E3%80%8B%E8%B6%85%E8%BF%B7%E4%BD%A0%E9%A6%AC%E5%8D%A1%E9%BE%8D%E9%8A%80%E7%B5%B2%E5%8D%B7-%E5%8E%9F%E5%91%B3-%E8%8D%89%E8%8E%93-%E5%B7%A7%E5%85%8B%E5%8A%9B-(20%E5%85%A5)-500%E5%85%8B-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90-i.772733494.16570667532?sp_atk=a0f7c4c7-0be8-49f6-8fb2-05cdd631147c
,,,,
鹹蛋黃瓜仔肉 300g 古早味 阿腸伯 懷舊 阿嬤 手路菜 花瓜 鹹蛋 拌飯 偷飯賊,滿額折$30,$80,6,https://shopee.tw/%E9%B9%B9%E8%9B%8B%E9%BB%83%E7%93%9C%E4%BB%94%E8%82%89-300g-%E5%8F%A4%E6%97%A9%E5%91%B3-%E9%98%BF%E8%85%B8%E4%BC%AF-%E6%87%B7%E8%88%8A-%E9%98%BF%E5%AC%A4-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E8%8A%B1%E7%93%9C-%E9%B9%B9%E8%9B%8B-%E6%8B%8C%E9%A3%AF-%E5%81%B7%E9%A3%AF%E8%B3%8A-i.772733494.18723095250?sp_atk=b34f9ae3-f21e-45ce-b825-162f97f4e99b
,,,,
下飯熟食《賴在家》 巴東牛肉咖哩 300g/包【滿999免運】印尼 異國料理 香料 調理包 加熱食用 冷凍食品 即食品,滿額折$30,$180,1,https://shopee.tw/%E4%B8%8B%E9%A3%AF%E7%86%9F%E9%A3%9F%E3%80%8A%E8%B3%B4%E5%9C%A8%E5%AE%B6%E3%80%8B-%E5%B7%B4%E6%9D%B1%E7%89%9B%E8%82%89%E5%92%96%E5%93%A9-300g-%E5%8C%85%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%8D%B0%E5%B0%BC-%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86-%E9%A6%99%E6%96%99-%E8%AA%BF%E7%90%86%E5%8C%85-%E5%8A%A0%E7%86%B1%E9%A3%9F%E7%94%A8-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E5%8D%B3%E9%A3%9F%E5%93%81-i.772733494.20746358216?sp_atk=92c9ac88-1422-4de2-acb2-4834d4e022d4
,,,,
調味里肌肉絲300g 【滿999免運】里肌肉片 豬肉片 炒肉片 肉片 豬里肌,滿額折$30,$59,10,https://shopee.tw/%E8%AA%BF%E5%91%B3%E9%87%8C%E8%82%8C%E8%82%89%E7%B5%B2300g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%87%8C%E8%82%8C%E8%82%89%E7%89%87-%E8%B1%AC%E8%82%89%E7%89%87-%E7%82%92%E8%82%89%E7%89%87-%E8%82%89%E7%89%87-%E8%B1%AC%E9%87%8C%E8%82%8C-i.772733494.20959043342?sp_atk=0b7d79e1-d9ba-4c5d-8403-c549164359ea
,,,,
即食湯品 素當歸藥膳鴨湯 1200g【滿999免運】即食包 當歸 藥膳 暖味 冬季 湯品 薑湯 素料 素鴨肉,滿額折$30,$199,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81-%E7%B4%A0%E7%95%B6%E6%AD%B8%E8%97%A5%E8%86%B3%E9%B4%A8%E6%B9%AF-1200g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%8D%B3%E9%A3%9F%E5%8C%85-%E7%95%B6%E6%AD%B8-%E8%97%A5%E8%86%B3-%E6%9A%96%E5%91%B3-%E5%86%AC%E5%AD%A3-%E6%B9%AF%E5%93%81-%E8%96%91%E6%B9%AF-%E7%B4%A0%E6%96%99-%E7%B4%A0%E9%B4%A8%E8%82%89-i.772733494.17787817885?sp_atk=1969b7ab-c325-45bd-9bf8-80724d0f3ab6
,,,,
限時優惠 麻油悶鴨兩隻999 4kg【滿999免運】全鴨 熱銷冠軍 冬季湯品 麻油 嫩筍 油悶鴨 火鍋 燉湯 補氣 養身,滿額折$30,$520,$0,https://shopee.tw/%E9%99%90%E6%99%82%E5%84%AA%E6%83%A0-%E9%BA%BB%E6%B2%B9%E6%82%B6%E9%B4%A8%E5%85%A9%E9%9A%BB999-4kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%85%A8%E9%B4%A8-%E7%86%B1%E9%8A%B7%E5%86%A0%E8%BB%8D-%E5%86%AC%E5%AD%A3%E6%B9%AF%E5%93%81-%E9%BA%BB%E6%B2%B9-%E5%AB%A9%E7%AD%8D-%E6%B2%B9%E6%82%B6%E9%B4%A8-%E7%81%AB%E9%8D%8B-%E7%87%89%E6%B9%AF-%E8%A3%9C%E6%B0%A3-%E9%A4%8A%E8%BA%AB-i.772733494.20352705018?sp_atk=0886a154-9296-40cc-af8d-8d9fdbbd7054
,,,,
麻辣雙寶(豆腐/鴨血) 500g【滿999免運】麻辣鍋底 麻辣湯頭 麻辣鴨血 麻辣豆腐 冷凍食品,滿額折$30,$120,1,https://shopee.tw/%E9%BA%BB%E8%BE%A3%E9%9B%99%E5%AF%B6(%E8%B1%86%E8%85%90-%E9%B4%A8%E8%A1%80)-500g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%BA%BB%E8%BE%A3%E9%8D%8B%E5%BA%95-%E9%BA%BB%E8%BE%A3%E6%B9%AF%E9%A0%AD-%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80-%E9%BA%BB%E8%BE%A3%E8%B1%86%E8%85%90-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.21552096328?sp_atk=2ddeef7d-f176-4659-a4f2-84a0daa00c85
,,,,
御品海鮮羹 1.1kg【滿999免運】 辦桌菜 宴席菜 手路菜 羹湯 海鮮羹 豪華 御品,滿額折$30,$220,1,https://shopee.tw/%E5%BE%A1%E5%93%81%E6%B5%B7%E9%AE%AE%E7%BE%B9-1.1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E8%BE%A6%E6%A1%8C%E8%8F%9C-%E5%AE%B4%E5%B8%AD%E8%8F%9C-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E7%BE%B9%E6%B9%AF-%E6%B5%B7%E9%AE%AE%E7%BE%B9-%E8%B1%AA%E8%8F%AF-%E5%BE%A1%E5%93%81-i.772733494.18952704602?sp_atk=f8ba4adb-cec3-43d3-bc8b-26386c4d339d
,,,,
白菜滷 1kg【滿999出貨】手路菜 古早味 湯品 傳統小吃 冷凍食品 瘋店長 批發,滿額折$30,$180,0,https://shopee.tw/%E7%99%BD%E8%8F%9C%E6%BB%B7-1kg%E3%80%90%E6%BB%BF999%E5%87%BA%E8%B2%A8%E3%80%91%E6%89%8B%E8%B7%AF%E8%8F%9C-%E5%8F%A4%E6%97%A9%E5%91%B3-%E6%B9%AF%E5%93%81-%E5%82%B3%E7%B5%B1%E5%B0%8F%E5%90%83-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E7%98%8B%E5%BA%97%E9%95%B7-%E6%89%B9%E7%99%BC-i.772733494.21348777799?sp_atk=70ba8320-0f5a-44bf-b323-ec944742329d
,,,,
胡椒豬肚湯 1000g【滿999免運】冬季進補 即食湯品 加熱即食 火鍋 豬肚 燉補 暖湯 老火湯,滿額折$30,$199,0,https://shopee.tw/%E8%83%A1%E6%A4%92%E8%B1%AC%E8%82%9A%E6%B9%AF-1000g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%86%AC%E5%AD%A3%E9%80%B2%E8%A3%9C-%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81-%E5%8A%A0%E7%86%B1%E5%8D%B3%E9%A3%9F-%E7%81%AB%E9%8D%8B-%E8%B1%AC%E8%82%9A-%E7%87%89%E8%A3%9C-%E6%9A%96%E6%B9%AF-%E8%80%81%E7%81%AB%E6%B9%AF-i.772733494.23001233253?sp_atk=eca05a31-86cc-4ebe-b82b-b6f3d02737e8
,,,,
日本超夯北海道生吐司(共8種口味) 90g 【滿999免運】 團購美食 生吐司 早餐推薦,滿額折$30,$45,5,https://shopee.tw/%E6%97%A5%E6%9C%AC%E8%B6%85%E5%A4%AF%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%9F%E5%90%90%E5%8F%B8(%E5%85%B18%E7%A8%AE%E5%8F%A3%E5%91%B3)-90g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%9C%98%E8%B3%BC%E7%BE%8E%E9%A3%9F-%E7%94%9F%E5%90%90%E5%8F%B8-%E6%97%A9%E9%A4%90%E6%8E%A8%E8%96%A6-i.772733494.14984934635?sp_atk=209a0ec7-adfd-4aa6-9679-86dc69149694
,,,,
麵食點心《大家》超迷你馬卡龍銀絲卷 原味/草莓/巧克力 (20入) 500克/包 【滿999免運】早餐,滿額折$30,$99,14,https://shopee.tw/%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E3%80%8A%E5%A4%A7%E5%AE%B6%E3%80%8B%E8%B6%85%E8%BF%B7%E4%BD%A0%E9%A6%AC%E5%8D%A1%E9%BE%8D%E9%8A%80%E7%B5%B2%E5%8D%B7-%E5%8E%9F%E5%91%B3-%E8%8D%89%E8%8E%93-%E5%B7%A7%E5%85%8B%E5%8A%9B-(20%E5%85%A5)-500%E5%85%8B-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90-i.772733494.16570667532?sp_atk=1fe7b689-0e96-4a47-a04c-961f00f050cc
,,,,
料理生鮮 嘉義小農 鮮切蓮藕片 150g 【滿999免運】老鷹之手 生鮮 涼拌菜 炒菜 蓮藕排骨湯 嘉義牛斗山 無毒有藕,滿額折$30,$85,6,https://shopee.tw/%E6%96%99%E7%90%86%E7%94%9F%E9%AE%AE-%E5%98%89%E7%BE%A9%E5%B0%8F%E8%BE%B2-%E9%AE%AE%E5%88%87%E8%93%AE%E8%97%95%E7%89%87-150g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E8%80%81%E9%B7%B9%E4%B9%8B%E6%89%8B-%E7%94%9F%E9%AE%AE-%E6%B6%BC%E6%8B%8C%E8%8F%9C-%E7%82%92%E8%8F%9C-%E8%93%AE%E8%97%95%E6%8E%92%E9%AA%A8%E6%B9%AF-%E5%98%89%E7%BE%A9%E7%89%9B%E6%96%97%E5%B1%B1-%E7%84%A1%E6%AF%92%E6%9C%89%E8%97%95-i.772733494.22302032533?sp_atk=0affdf46-03d0-4be2-91cf-ffddd4772cfb
,,,,
涼拌毛豆(黑胡椒口味) 600g【滿999免運】下酒菜首選,滿額折$30,$75,20,https://shopee.tw/%E6%B6%BC%E6%8B%8C%E6%AF%9B%E8%B1%86(%E9%BB%91%E8%83%A1%E6%A4%92%E5%8F%A3%E5%91%B3)-600g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E4%B8%8B%E9%85%92%E8%8F%9C%E9%A6%96%E9%81%B8-i.772733494.20005282214?sp_atk=c2b28abc-2761-46b1-9798-659cea469190
,,,,
全麥蛋餅皮(10片) 素食 600g 【滿999免運】健康 營養 早餐材料 台式早餐 蛋餅 早餐店 冷凍食品 冷凍宅配,滿額折$30,$80,13,https://shopee.tw/%E5%85%A8%E9%BA%A5%E8%9B%8B%E9%A4%85%E7%9A%AE(10%E7%89%87)-%E7%B4%A0%E9%A3%9F-600g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%81%A5%E5%BA%B7-%E7%87%9F%E9%A4%8A-%E6%97%A9%E9%A4%90%E6%9D%90%E6%96%99-%E5%8F%B0%E5%BC%8F%E6%97%A9%E9%A4%90-%E8%9B%8B%E9%A4%85-%E6%97%A9%E9%A4%90%E5%BA%97-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E5%86%B7%E5%87%8D%E5%AE%85%E9%85%8D-i.772733494.18405262053?sp_atk=18a9bb6d-38ec-4db4-a888-dc7c209a3876
,,,,
河粉蛋餅皮 1200g 【滿999免運】早餐首選 蛋餅 10片 早餐材料 越式河粉 港式河粉,滿額折$30,$99,1,https://shopee.tw/%E6%B2%B3%E7%B2%89%E8%9B%8B%E9%A4%85%E7%9A%AE-1200g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90%E9%A6%96%E9%81%B8-%E8%9B%8B%E9%A4%85-10%E7%89%87-%E6%97%A9%E9%A4%90%E6%9D%90%E6%96%99-%E8%B6%8A%E5%BC%8F%E6%B2%B3%E7%B2%89-%E6%B8%AF%E5%BC%8F%E6%B2%B3%E7%B2%89-i.772733494.21605270800?sp_atk=3bec0562-f22c-4ec4-bcfe-12604ac2c75c
,,,,
熟凍海瓜仔肉 已去殼 炒菜 炒飯 煮湯 簡單料理 500g,滿額折$30,$149,0,https://shopee.tw/%E7%86%9F%E5%87%8D%E6%B5%B7%E7%93%9C%E4%BB%94%E8%82%89-%E5%B7%B2%E5%8E%BB%E6%AE%BC-%E7%82%92%E8%8F%9C-%E7%82%92%E9%A3%AF-%E7%85%AE%E6%B9%AF-%E7%B0%A1%E5%96%AE%E6%96%99%E7%90%86-500g-i.772733494.19362734411?sp_atk=acd04a48-6284-4c3b-9793-319f4b6f1fd5
,,,,
巨無霸厚切鱈魚 #無肚洞 #大比目魚 600g #生鮮 #魚湯 #乾煎 #清蒸 #氣炸,滿額折$30,$299,0,https://shopee.tw/%E5%B7%A8%E7%84%A1%E9%9C%B8%E5%8E%9A%E5%88%87%E9%B1%88%E9%AD%9A-%E7%84%A1%E8%82%9A%E6%B4%9E-%E5%A4%A7%E6%AF%94%E7%9B%AE%E9%AD%9A-600g-%E7%94%9F%E9%AE%AE-%E9%AD%9A%E6%B9%AF-%E4%B9%BE%E7%85%8E-%E6%B8%85%E8%92%B8-%E6%B0%A3%E7%82%B8-i.772733494.8999771611?sp_atk=3c170e64-6fb4-4d52-a25a-017d7bf0ade8
,,,,
料理生鮮 比目魚丁(切塊鱈魚肉) 450g/包 約10塊【滿999免運】生鮮 魚湯 鱈魚湯 格陵蘭 丹麥 深海魚 燉補,滿額折$30,$149,0,https://shopee.tw/%E6%96%99%E7%90%86%E7%94%9F%E9%AE%AE-%E6%AF%94%E7%9B%AE%E9%AD%9A%E4%B8%81(%E5%88%87%E5%A1%8A%E9%B1%88%E9%AD%9A%E8%82%89)-450g-%E5%8C%85-%E7%B4%8410%E5%A1%8A%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E7%94%9F%E9%AE%AE-%E9%AD%9A%E6%B9%AF-%E9%B1%88%E9%AD%9A%E6%B9%AF-%E6%A0%BC%E9%99%B5%E8%98%AD-%E4%B8%B9%E9%BA%A5-%E6%B7%B1%E6%B5%B7%E9%AD%9A-%E7%87%89%E8%A3%9C-i.772733494.18057730901?sp_atk=ecd2eaf9-e386-42e8-a05a-3f08a3928f0c
,,,,
即食湯品《寶饌食品》砂鍋魚頭(含魚頭底料）2000g【滿999免運】澎湃大菜 火鍋 圍爐 團聚 冬季 進補,滿額折$30,$349,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81%E3%80%8A%E5%AF%B6%E9%A5%8C%E9%A3%9F%E5%93%81%E3%80%8B%E7%A0%82%E9%8D%8B%E9%AD%9A%E9%A0%AD(%E5%90%AB%E9%AD%9A%E9%A0%AD%E5%BA%95%E6%96%99%EF%BC%892000g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%BE%8E%E6%B9%83%E5%A4%A7%E8%8F%9C-%E7%81%AB%E9%8D%8B-%E5%9C%8D%E7%88%90-%E5%9C%98%E8%81%9A-%E5%86%AC%E5%AD%A3-%E9%80%B2%E8%A3%9C-i.772733494.22302258109?sp_atk=34da7411-c2f0-4ee4-88ef-da4d8395f53c
,,,,
預炸《鮮之饌》花枝蝦排 400g 一包10入【滿999免運】 無須退冰 鍋煎 油炸,滿額折$30,$225,0,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E9%AE%AE%E4%B9%8B%E9%A5%8C%E3%80%8B%E8%8A%B1%E6%9E%9D%E8%9D%A6%E6%8E%92-400g-%E4%B8%80%E5%8C%8510%E5%85%A5%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E7%84%A1%E9%A0%88%E9%80%80%E5%86%B0-%E9%8D%8B%E7%85%8E-%E6%B2%B9%E7%82%B8-i.772733494.22001253268?sp_atk=dc5c71b5-8713-4651-9506-01074ccc01b3
,,,,
即食湯品《華誠食品》砂鍋魚 1.2公斤【滿999免運】固形物600g 沙茶 魚酥 砂鍋魚頭 隔水加熱15分鐘,滿額折$30,$199,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81%E3%80%8A%E8%8F%AF%E8%AA%A0%E9%A3%9F%E5%93%81%E3%80%8B%E7%A0%82%E9%8D%8B%E9%AD%9A-1.2%E5%85%AC%E6%96%A4%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%9B%BA%E5%BD%A2%E7%89%A9600g-%E6%B2%99%E8%8C%B6-%E9%AD%9A%E9%85%A5-%E7%A0%82%E9%8D%8B%E9%AD%9A%E9%A0%AD-%E9%9A%94%E6%B0%B4%E5%8A%A0%E7%86%B115%E5%88%86%E9%90%98-i.772733494.17787818988?sp_atk=191e7a2d-50da-46f3-9af8-57954d860ede
,,,,
鹹蛋黃瓜仔肉 300g 古早味 阿腸伯 懷舊 阿嬤 手路菜 花瓜 鹹蛋 拌飯 偷飯賊,滿額折$30,$80,6,https://shopee.tw/%E9%B9%B9%E8%9B%8B%E9%BB%83%E7%93%9C%E4%BB%94%E8%82%89-300g-%E5%8F%A4%E6%97%A9%E5%91%B3-%E9%98%BF%E8%85%B8%E4%BC%AF-%E6%87%B7%E8%88%8A-%E9%98%BF%E5%AC%A4-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E8%8A%B1%E7%93%9C-%E9%B9%B9%E8%9B%8B-%E6%8B%8C%E9%A3%AF-%E5%81%B7%E9%A3%AF%E8%B3%8A-i.772733494.18723095250?sp_atk=3483e6c6-20e0-4144-bc3e-e548ebe9521f
,,,,
爆汁牛肉丸 250g 【滿999免運】潮汕美食 手打牛肉 火鍋 燒烤 懶人料理 冷凍食品,滿額折$30,$149,11,https://shopee.tw/%E7%88%86%E6%B1%81%E7%89%9B%E8%82%89%E4%B8%B8-250g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%BD%AE%E6%B1%95%E7%BE%8E%E9%A3%9F-%E6%89%8B%E6%89%93%E7%89%9B%E8%82%89-%E7%81%AB%E9%8D%8B-%E7%87%92%E7%83%A4-%E6%87%B6%E4%BA%BA%E6%96%99%E7%90%86-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.20931398280?sp_atk=8ca7b883-dfdb-404d-b4c9-6128cbc92c0b
,,,,
調味里肌肉絲300g 【滿999免運】里肌肉片 豬肉片 炒肉片 肉片 豬里肌,滿額折$30,$59,10,https://shopee.tw/%E8%AA%BF%E5%91%B3%E9%87%8C%E8%82%8C%E8%82%89%E7%B5%B2300g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%87%8C%E8%82%8C%E8%82%89%E7%89%87-%E8%B1%AC%E8%82%89%E7%89%87-%E7%82%92%E8%82%89%E7%89%87-%E8%82%89%E7%89%87-%E8%B1%AC%E9%87%8C%E8%82%8C-i.772733494.20959043342?sp_atk=249c3d92-8ed8-40e3-94c4-326c6bc44fea
,,,,
(買一送一) 鳳梨風味雞塊 500g/包 【滿999免運】出貨一組2包 童趣 趣味雞塊 小七 團購 夯品,滿額折$30,$189,1,https://shopee.tw/(%E8%B2%B7%E4%B8%80%E9%80%81%E4%B8%80)-%E9%B3%B3%E6%A2%A8%E9%A2%A8%E5%91%B3%E9%9B%9E%E5%A1%8A-500g-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%87%BA%E8%B2%A8%E4%B8%80%E7%B5%842%E5%8C%85-%E7%AB%A5%E8%B6%A3-%E8%B6%A3%E5%91%B3%E9%9B%9E%E5%A1%8A-%E5%B0%8F%E4%B8%83-%E5%9C%98%E8%B3%BC-%E5%A4%AF%E5%93%81-i.772733494.21559045570?sp_atk=7c56d507-a4d4-47ba-ade3-46dde586708c
,,,,
預炸《卜蜂食品》香香豆乳雞 1kg 【滿999免運】宵夜必備 炸物 氣炸鍋 烤箱 卜蜂 豆乳雞 炸雞 脆皮 冷凍食品,滿額折$30,$220,8,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E5%8D%9C%E8%9C%82%E9%A3%9F%E5%93%81%E3%80%8B%E9%A6%99%E9%A6%99%E8%B1%86%E4%B9%B3%E9%9B%9E-1kg-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%AE%B5%E5%A4%9C%E5%BF%85%E5%82%99-%E7%82%B8%E7%89%A9-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E7%83%A4%E7%AE%B1-%E5%8D%9C%E8%9C%82-%E8%B1%86%E4%B9%B3%E9%9B%9E-%E7%82%B8%E9%9B%9E-%E8%84%86%E7%9A%AE-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.15185584195?sp_atk=29db68b9-7b96-4667-8687-0e195ed66499
,,,,
