Name,Discount,Price,Sold_Num,Link
派脆刻 龍捲餅 650g【滿999免運】2種口味 紅豆/青蔥 5片 早餐 點心 龍豪 懶人料理 加熱即食 烤箱 氣炸鍋,滿額折$30,$120,41,https://shopee.tw/%E6%B4%BE%E8%84%86%E5%88%BB-%E9%BE%8D%E6%8D%B2%E9%A4%85-650g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%912%E7%A8%AE%E5%8F%A3%E5%91%B3-%E7%B4%85%E8%B1%86-%E9%9D%92%E8%94%A5-5%E7%89%87-%E6%97%A9%E9%A4%90-%E9%BB%9E%E5%BF%83-%E9%BE%8D%E8%B1%AA-%E6%87%B6%E4%BA%BA%E6%96%99%E7%90%86-%E5%8A%A0%E7%86%B1%E5%8D%B3%E9%A3%9F-%E7%83%A4%E7%AE%B1-%E6%B0%A3%E7%82%B8%E9%8D%8B-i.772733494.21425610674?sp_atk=9cc70be3-a470-4e0b-9996-cea5580d7d3d
,,,,
日本超夯北海道生吐司(共8種口味) 90g 【滿999免運】 團購美食 生吐司 早餐推薦,滿額折$30,$45,5,https://shopee.tw/%E6%97%A5%E6%9C%AC%E8%B6%85%E5%A4%AF%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%9F%E5%90%90%E5%8F%B8(%E5%85%B18%E7%A8%AE%E5%8F%A3%E5%91%B3)-90g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%9C%98%E8%B3%BC%E7%BE%8E%E9%A3%9F-%E7%94%9F%E5%90%90%E5%8F%B8-%E6%97%A9%E9%A4%90%E6%8E%A8%E8%96%A6-i.772733494.14984934635?sp_atk=466e62d6-dcb2-43b8-bc2b-80671dfda7f7
,,,,
即食料理 台北《佬港冰室》乾炒牛肉河粉 300g【滿999免運】 台北淡水名店 港式經典,滿額折$30,$145,1,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%96%99%E7%90%86-%E5%8F%B0%E5%8C%97%E3%80%8A%E4%BD%AC%E6%B8%AF%E5%86%B0%E5%AE%A4%E3%80%8B%E4%B9%BE%E7%82%92%E7%89%9B%E8%82%89%E6%B2%B3%E7%B2%89-300g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%8F%B0%E5%8C%97%E6%B7%A1%E6%B0%B4%E5%90%8D%E5%BA%97-%E6%B8%AF%E5%BC%8F%E7%B6%93%E5%85%B8-i.772733494.18559048424?sp_atk=bee4cd49-e08e-4e1f-b446-82d14b833c34
,,,,
麵食點心《大家》超迷你馬卡龍銀絲卷 原味/草莓/巧克力 (20入) 500克/包 【滿999免運】早餐,滿額折$30,$99,14,https://shopee.tw/%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E3%80%8A%E5%A4%A7%E5%AE%B6%E3%80%8B%E8%B6%85%E8%BF%B7%E4%BD%A0%E9%A6%AC%E5%8D%A1%E9%BE%8D%E9%8A%80%E7%B5%B2%E5%8D%B7-%E5%8E%9F%E5%91%B3-%E8%8D%89%E8%8E%93-%E5%B7%A7%E5%85%8B%E5%8A%9B-(20%E5%85%A5)-500%E5%85%8B-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90-i.772733494.16570667532?sp_atk=1694d19a-1c40-4d64-a06f-60b7c9a9c8f5
,,,,
鹹蛋黃瓜仔肉 300g 古早味 阿腸伯 懷舊 阿嬤 手路菜 花瓜 鹹蛋 拌飯 偷飯賊,滿額折$30,$80,6,https://shopee.tw/%E9%B9%B9%E8%9B%8B%E9%BB%83%E7%93%9C%E4%BB%94%E8%82%89-300g-%E5%8F%A4%E6%97%A9%E5%91%B3-%E9%98%BF%E8%85%B8%E4%BC%AF-%E6%87%B7%E8%88%8A-%E9%98%BF%E5%AC%A4-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E8%8A%B1%E7%93%9C-%E9%B9%B9%E8%9B%8B-%E6%8B%8C%E9%A3%AF-%E5%81%B7%E9%A3%AF%E8%B3%8A-i.772733494.18723095250?sp_atk=e339eba0-8fa6-4850-b4e5-b8532b600290
,,,,
下飯熟食《賴在家》 巴東牛肉咖哩 300g/包【滿999免運】印尼 異國料理 香料 調理包 加熱食用 冷凍食品 即食品,滿額折$30,$180,1,https://shopee.tw/%E4%B8%8B%E9%A3%AF%E7%86%9F%E9%A3%9F%E3%80%8A%E8%B3%B4%E5%9C%A8%E5%AE%B6%E3%80%8B-%E5%B7%B4%E6%9D%B1%E7%89%9B%E8%82%89%E5%92%96%E5%93%A9-300g-%E5%8C%85%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%8D%B0%E5%B0%BC-%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86-%E9%A6%99%E6%96%99-%E8%AA%BF%E7%90%86%E5%8C%85-%E5%8A%A0%E7%86%B1%E9%A3%9F%E7%94%A8-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E5%8D%B3%E9%A3%9F%E5%93%81-i.772733494.20746358216?sp_atk=31829e12-9b8d-4ff1-b04c-7e19806ff933
,,,,
調味里肌肉絲300g 【滿999免運】里肌肉片 豬肉片 炒肉片 肉片 豬里肌,滿額折$30,$59,10,https://shopee.tw/%E8%AA%BF%E5%91%B3%E9%87%8C%E8%82%8C%E8%82%89%E7%B5%B2300g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%87%8C%E8%82%8C%E8%82%89%E7%89%87-%E8%B1%AC%E8%82%89%E7%89%87-%E7%82%92%E8%82%89%E7%89%87-%E8%82%89%E7%89%87-%E8%B1%AC%E9%87%8C%E8%82%8C-i.772733494.20959043342?sp_atk=0281c83c-3e08-4049-bbdb-ef5c77546217
,,,,
即食湯品 素當歸藥膳鴨湯 1200g【滿999免運】即食包 當歸 藥膳 暖味 冬季 湯品 薑湯 素料 素鴨肉,滿額折$30,$199,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81-%E7%B4%A0%E7%95%B6%E6%AD%B8%E8%97%A5%E8%86%B3%E9%B4%A8%E6%B9%AF-1200g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%8D%B3%E9%A3%9F%E5%8C%85-%E7%95%B6%E6%AD%B8-%E8%97%A5%E8%86%B3-%E6%9A%96%E5%91%B3-%E5%86%AC%E5%AD%A3-%E6%B9%AF%E5%93%81-%E8%96%91%E6%B9%AF-%E7%B4%A0%E6%96%99-%E7%B4%A0%E9%B4%A8%E8%82%89-i.772733494.17787817885?sp_atk=41bf9675-65e9-4489-9ff4-090bf7e56679
,,,,
限時優惠 麻油悶鴨兩隻999 4kg【滿999免運】全鴨 熱銷冠軍 冬季湯品 麻油 嫩筍 油悶鴨 火鍋 燉湯 補氣 養身,滿額折$30,$520,$0,https://shopee.tw/%E9%99%90%E6%99%82%E5%84%AA%E6%83%A0-%E9%BA%BB%E6%B2%B9%E6%82%B6%E9%B4%A8%E5%85%A9%E9%9A%BB999-4kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%85%A8%E9%B4%A8-%E7%86%B1%E9%8A%B7%E5%86%A0%E8%BB%8D-%E5%86%AC%E5%AD%A3%E6%B9%AF%E5%93%81-%E9%BA%BB%E6%B2%B9-%E5%AB%A9%E7%AD%8D-%E6%B2%B9%E6%82%B6%E9%B4%A8-%E7%81%AB%E9%8D%8B-%E7%87%89%E6%B9%AF-%E8%A3%9C%E6%B0%A3-%E9%A4%8A%E8%BA%AB-i.772733494.20352705018?sp_atk=05229a80-a12d-4d93-aad2-035d8c8365ad
,,,,
麻辣雙寶(豆腐/鴨血) 500g【滿999免運】麻辣鍋底 麻辣湯頭 麻辣鴨血 麻辣豆腐 冷凍食品,滿額折$30,$120,1,https://shopee.tw/%E9%BA%BB%E8%BE%A3%E9%9B%99%E5%AF%B6(%E8%B1%86%E8%85%90-%E9%B4%A8%E8%A1%80)-500g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%BA%BB%E8%BE%A3%E9%8D%8B%E5%BA%95-%E9%BA%BB%E8%BE%A3%E6%B9%AF%E9%A0%AD-%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80-%E9%BA%BB%E8%BE%A3%E8%B1%86%E8%85%90-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.21552096328?sp_atk=2c40fe3f-5243-4ca3-95cf-31789d0f36b6
,,,,
御品海鮮羹 1.1kg【滿999免運】 辦桌菜 宴席菜 手路菜 羹湯 海鮮羹 豪華 御品,滿額折$30,$220,1,https://shopee.tw/%E5%BE%A1%E5%93%81%E6%B5%B7%E9%AE%AE%E7%BE%B9-1.1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E8%BE%A6%E6%A1%8C%E8%8F%9C-%E5%AE%B4%E5%B8%AD%E8%8F%9C-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E7%BE%B9%E6%B9%AF-%E6%B5%B7%E9%AE%AE%E7%BE%B9-%E8%B1%AA%E8%8F%AF-%E5%BE%A1%E5%93%81-i.772733494.18952704602?sp_atk=205380a0-1818-47f1-9ef6-3104eea69e99
,,,,
白菜滷 1kg【滿999出貨】手路菜 古早味 湯品 傳統小吃 冷凍食品 瘋店長 批發,滿額折$30,$180,0,https://shopee.tw/%E7%99%BD%E8%8F%9C%E6%BB%B7-1kg%E3%80%90%E6%BB%BF999%E5%87%BA%E8%B2%A8%E3%80%91%E6%89%8B%E8%B7%AF%E8%8F%9C-%E5%8F%A4%E6%97%A9%E5%91%B3-%E6%B9%AF%E5%93%81-%E5%82%B3%E7%B5%B1%E5%B0%8F%E5%90%83-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E7%98%8B%E5%BA%97%E9%95%B7-%E6%89%B9%E7%99%BC-i.772733494.21348777799?sp_atk=71bdbfcc-9a79-46fa-8269-68fd06223195
,,,,
胡椒豬肚湯 1000g【滿999免運】冬季進補 即食湯品 加熱即食 火鍋 豬肚 燉補 暖湯 老火湯,滿額折$30,$199,0,https://shopee.tw/%E8%83%A1%E6%A4%92%E8%B1%AC%E8%82%9A%E6%B9%AF-1000g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%86%AC%E5%AD%A3%E9%80%B2%E8%A3%9C-%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81-%E5%8A%A0%E7%86%B1%E5%8D%B3%E9%A3%9F-%E7%81%AB%E9%8D%8B-%E8%B1%AC%E8%82%9A-%E7%87%89%E8%A3%9C-%E6%9A%96%E6%B9%AF-%E8%80%81%E7%81%AB%E6%B9%AF-i.772733494.23001233253?sp_atk=006c4120-380a-4f13-a111-2d4e8f5116bd
,,,,
日本超夯北海道生吐司(共8種口味) 90g 【滿999免運】 團購美食 生吐司 早餐推薦,滿額折$30,$45,5,https://shopee.tw/%E6%97%A5%E6%9C%AC%E8%B6%85%E5%A4%AF%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%9F%E5%90%90%E5%8F%B8(%E5%85%B18%E7%A8%AE%E5%8F%A3%E5%91%B3)-90g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%9C%98%E8%B3%BC%E7%BE%8E%E9%A3%9F-%E7%94%9F%E5%90%90%E5%8F%B8-%E6%97%A9%E9%A4%90%E6%8E%A8%E8%96%A6-i.772733494.14984934635?sp_atk=81914059-8335-4dff-91cf-c81baf66ca89
,,,,
麵食點心《大家》超迷你馬卡龍銀絲卷 原味/草莓/巧克力 (20入) 500克/包 【滿999免運】早餐,滿額折$30,$99,14,https://shopee.tw/%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E3%80%8A%E5%A4%A7%E5%AE%B6%E3%80%8B%E8%B6%85%E8%BF%B7%E4%BD%A0%E9%A6%AC%E5%8D%A1%E9%BE%8D%E9%8A%80%E7%B5%B2%E5%8D%B7-%E5%8E%9F%E5%91%B3-%E8%8D%89%E8%8E%93-%E5%B7%A7%E5%85%8B%E5%8A%9B-(20%E5%85%A5)-500%E5%85%8B-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90-i.772733494.16570667532?sp_atk=adac9fdf-b0db-428c-8df0-2118222a4fad
,,,,
料理生鮮 嘉義小農 鮮切蓮藕片 150g 【滿999免運】老鷹之手 生鮮 涼拌菜 炒菜 蓮藕排骨湯 嘉義牛斗山 無毒有藕,滿額折$30,$85,6,https://shopee.tw/%E6%96%99%E7%90%86%E7%94%9F%E9%AE%AE-%E5%98%89%E7%BE%A9%E5%B0%8F%E8%BE%B2-%E9%AE%AE%E5%88%87%E8%93%AE%E8%97%95%E7%89%87-150g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E8%80%81%E9%B7%B9%E4%B9%8B%E6%89%8B-%E7%94%9F%E9%AE%AE-%E6%B6%BC%E6%8B%8C%E8%8F%9C-%E7%82%92%E8%8F%9C-%E8%93%AE%E8%97%95%E6%8E%92%E9%AA%A8%E6%B9%AF-%E5%98%89%E7%BE%A9%E7%89%9B%E6%96%97%E5%B1%B1-%E7%84%A1%E6%AF%92%E6%9C%89%E8%97%95-i.772733494.22302032533?sp_atk=9dc63941-7a18-4cd5-8849-b37ff089dea8
,,,,
涼拌毛豆(黑胡椒口味) 600g【滿999免運】下酒菜首選,滿額折$30,$75,20,https://shopee.tw/%E6%B6%BC%E6%8B%8C%E6%AF%9B%E8%B1%86(%E9%BB%91%E8%83%A1%E6%A4%92%E5%8F%A3%E5%91%B3)-600g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E4%B8%8B%E9%85%92%E8%8F%9C%E9%A6%96%E9%81%B8-i.772733494.20005282214?sp_atk=c2b61b99-d58b-4527-99ce-dbaf081ff86e
,,,,
全麥蛋餅皮(10片) 素食 600g 【滿999免運】健康 營養 早餐材料 台式早餐 蛋餅 早餐店 冷凍食品 冷凍宅配,滿額折$30,$80,13,https://shopee.tw/%E5%85%A8%E9%BA%A5%E8%9B%8B%E9%A4%85%E7%9A%AE(10%E7%89%87)-%E7%B4%A0%E9%A3%9F-600g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%81%A5%E5%BA%B7-%E7%87%9F%E9%A4%8A-%E6%97%A9%E9%A4%90%E6%9D%90%E6%96%99-%E5%8F%B0%E5%BC%8F%E6%97%A9%E9%A4%90-%E8%9B%8B%E9%A4%85-%E6%97%A9%E9%A4%90%E5%BA%97-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E5%86%B7%E5%87%8D%E5%AE%85%E9%85%8D-i.772733494.18405262053?sp_atk=bb67984d-8c47-4dd8-84d0-7105a79788ab
,,,,
河粉蛋餅皮 1200g 【滿999免運】早餐首選 蛋餅 10片 早餐材料 越式河粉 港式河粉,滿額折$30,$99,1,https://shopee.tw/%E6%B2%B3%E7%B2%89%E8%9B%8B%E9%A4%85%E7%9A%AE-1200g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90%E9%A6%96%E9%81%B8-%E8%9B%8B%E9%A4%85-10%E7%89%87-%E6%97%A9%E9%A4%90%E6%9D%90%E6%96%99-%E8%B6%8A%E5%BC%8F%E6%B2%B3%E7%B2%89-%E6%B8%AF%E5%BC%8F%E6%B2%B3%E7%B2%89-i.772733494.21605270800?sp_atk=43865d92-3a91-42bc-82e7-5c980f3fc85a
,,,,
熟凍海瓜仔肉 已去殼 炒菜 炒飯 煮湯 簡單料理 500g,滿額折$30,$149,0,https://shopee.tw/%E7%86%9F%E5%87%8D%E6%B5%B7%E7%93%9C%E4%BB%94%E8%82%89-%E5%B7%B2%E5%8E%BB%E6%AE%BC-%E7%82%92%E8%8F%9C-%E7%82%92%E9%A3%AF-%E7%85%AE%E6%B9%AF-%E7%B0%A1%E5%96%AE%E6%96%99%E7%90%86-500g-i.772733494.19362734411?sp_atk=faf11e65-dd19-4ae9-b6cd-ba1bdd872c38
,,,,
巨無霸厚切鱈魚 #無肚洞 #大比目魚 600g #生鮮 #魚湯 #乾煎 #清蒸 #氣炸,滿額折$30,$299,0,https://shopee.tw/%E5%B7%A8%E7%84%A1%E9%9C%B8%E5%8E%9A%E5%88%87%E9%B1%88%E9%AD%9A-%E7%84%A1%E8%82%9A%E6%B4%9E-%E5%A4%A7%E6%AF%94%E7%9B%AE%E9%AD%9A-600g-%E7%94%9F%E9%AE%AE-%E9%AD%9A%E6%B9%AF-%E4%B9%BE%E7%85%8E-%E6%B8%85%E8%92%B8-%E6%B0%A3%E7%82%B8-i.772733494.8999771611?sp_atk=61d805f1-9c30-416b-ba0e-69f705de3dee
,,,,
料理生鮮 比目魚丁(切塊鱈魚肉) 450g/包 約10塊【滿999免運】生鮮 魚湯 鱈魚湯 格陵蘭 丹麥 深海魚 燉補,滿額折$30,$149,0,https://shopee.tw/%E6%96%99%E7%90%86%E7%94%9F%E9%AE%AE-%E6%AF%94%E7%9B%AE%E9%AD%9A%E4%B8%81(%E5%88%87%E5%A1%8A%E9%B1%88%E9%AD%9A%E8%82%89)-450g-%E5%8C%85-%E7%B4%8410%E5%A1%8A%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E7%94%9F%E9%AE%AE-%E9%AD%9A%E6%B9%AF-%E9%B1%88%E9%AD%9A%E6%B9%AF-%E6%A0%BC%E9%99%B5%E8%98%AD-%E4%B8%B9%E9%BA%A5-%E6%B7%B1%E6%B5%B7%E9%AD%9A-%E7%87%89%E8%A3%9C-i.772733494.18057730901?sp_atk=fceeab87-f3fc-4b6a-a146-ab490ac1d457
,,,,
即食湯品《寶饌食品》砂鍋魚頭(含魚頭底料）2000g【滿999免運】澎湃大菜 火鍋 圍爐 團聚 冬季 進補,滿額折$30,$349,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81%E3%80%8A%E5%AF%B6%E9%A5%8C%E9%A3%9F%E5%93%81%E3%80%8B%E7%A0%82%E9%8D%8B%E9%AD%9A%E9%A0%AD(%E5%90%AB%E9%AD%9A%E9%A0%AD%E5%BA%95%E6%96%99%EF%BC%892000g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%BE%8E%E6%B9%83%E5%A4%A7%E8%8F%9C-%E7%81%AB%E9%8D%8B-%E5%9C%8D%E7%88%90-%E5%9C%98%E8%81%9A-%E5%86%AC%E5%AD%A3-%E9%80%B2%E8%A3%9C-i.772733494.22302258109?sp_atk=1f336a24-798a-4ff1-8b9b-cd5a726e695f
,,,,
預炸《鮮之饌》花枝蝦排 400g 一包10入【滿999免運】 無須退冰 鍋煎 油炸,滿額折$30,$225,0,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E9%AE%AE%E4%B9%8B%E9%A5%8C%E3%80%8B%E8%8A%B1%E6%9E%9D%E8%9D%A6%E6%8E%92-400g-%E4%B8%80%E5%8C%8510%E5%85%A5%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E7%84%A1%E9%A0%88%E9%80%80%E5%86%B0-%E9%8D%8B%E7%85%8E-%E6%B2%B9%E7%82%B8-i.772733494.22001253268?sp_atk=1134baa7-b5ad-4625-83b0-abc62158bb7f
,,,,
即食湯品《華誠食品》砂鍋魚 1.2公斤【滿999免運】固形物600g 沙茶 魚酥 砂鍋魚頭 隔水加熱15分鐘,滿額折$30,$199,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81%E3%80%8A%E8%8F%AF%E8%AA%A0%E9%A3%9F%E5%93%81%E3%80%8B%E7%A0%82%E9%8D%8B%E9%AD%9A-1.2%E5%85%AC%E6%96%A4%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%9B%BA%E5%BD%A2%E7%89%A9600g-%E6%B2%99%E8%8C%B6-%E9%AD%9A%E9%85%A5-%E7%A0%82%E9%8D%8B%E9%AD%9A%E9%A0%AD-%E9%9A%94%E6%B0%B4%E5%8A%A0%E7%86%B115%E5%88%86%E9%90%98-i.772733494.17787818988?sp_atk=5b73d16c-7208-471d-8cb2-0fb33c246b3a
,,,,
鹹蛋黃瓜仔肉 300g 古早味 阿腸伯 懷舊 阿嬤 手路菜 花瓜 鹹蛋 拌飯 偷飯賊,滿額折$30,$80,6,https://shopee.tw/%E9%B9%B9%E8%9B%8B%E9%BB%83%E7%93%9C%E4%BB%94%E8%82%89-300g-%E5%8F%A4%E6%97%A9%E5%91%B3-%E9%98%BF%E8%85%B8%E4%BC%AF-%E6%87%B7%E8%88%8A-%E9%98%BF%E5%AC%A4-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E8%8A%B1%E7%93%9C-%E9%B9%B9%E8%9B%8B-%E6%8B%8C%E9%A3%AF-%E5%81%B7%E9%A3%AF%E8%B3%8A-i.772733494.18723095250?sp_atk=31fe8581-4fb8-4b0a-b638-36d174c59f94
,,,,
爆汁牛肉丸 250g 【滿999免運】潮汕美食 手打牛肉 火鍋 燒烤 懶人料理 冷凍食品,滿額折$30,$149,11,https://shopee.tw/%E7%88%86%E6%B1%81%E7%89%9B%E8%82%89%E4%B8%B8-250g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%BD%AE%E6%B1%95%E7%BE%8E%E9%A3%9F-%E6%89%8B%E6%89%93%E7%89%9B%E8%82%89-%E7%81%AB%E9%8D%8B-%E7%87%92%E7%83%A4-%E6%87%B6%E4%BA%BA%E6%96%99%E7%90%86-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.20931398280?sp_atk=3ba4de4f-240a-4d20-badb-e1415fbfb72e
,,,,
調味里肌肉絲300g 【滿999免運】里肌肉片 豬肉片 炒肉片 肉片 豬里肌,滿額折$30,$59,10,https://shopee.tw/%E8%AA%BF%E5%91%B3%E9%87%8C%E8%82%8C%E8%82%89%E7%B5%B2300g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%87%8C%E8%82%8C%E8%82%89%E7%89%87-%E8%B1%AC%E8%82%89%E7%89%87-%E7%82%92%E8%82%89%E7%89%87-%E8%82%89%E7%89%87-%E8%B1%AC%E9%87%8C%E8%82%8C-i.772733494.20959043342?sp_atk=ab89929a-d49a-4898-971d-23ade5d8b622
,,,,
(買一送一) 鳳梨風味雞塊 500g/包 【滿999免運】出貨一組2包 童趣 趣味雞塊 小七 團購 夯品,滿額折$30,$189,1,https://shopee.tw/(%E8%B2%B7%E4%B8%80%E9%80%81%E4%B8%80)-%E9%B3%B3%E6%A2%A8%E9%A2%A8%E5%91%B3%E9%9B%9E%E5%A1%8A-500g-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%87%BA%E8%B2%A8%E4%B8%80%E7%B5%842%E5%8C%85-%E7%AB%A5%E8%B6%A3-%E8%B6%A3%E5%91%B3%E9%9B%9E%E5%A1%8A-%E5%B0%8F%E4%B8%83-%E5%9C%98%E8%B3%BC-%E5%A4%AF%E5%93%81-i.772733494.21559045570?sp_atk=518dade1-7c1f-4835-9a7d-22aaf5f23481
,,,,
預炸《卜蜂食品》香香豆乳雞 1kg 【滿999免運】宵夜必備 炸物 氣炸鍋 烤箱 卜蜂 豆乳雞 炸雞 脆皮 冷凍食品,滿額折$30,$220,8,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E5%8D%9C%E8%9C%82%E9%A3%9F%E5%93%81%E3%80%8B%E9%A6%99%E9%A6%99%E8%B1%86%E4%B9%B3%E9%9B%9E-1kg-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%AE%B5%E5%A4%9C%E5%BF%85%E5%82%99-%E7%82%B8%E7%89%A9-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E7%83%A4%E7%AE%B1-%E5%8D%9C%E8%9C%82-%E8%B1%86%E4%B9%B3%E9%9B%9E-%E7%82%B8%E9%9B%9E-%E8%84%86%E7%9A%AE-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.15185584195?sp_atk=88de0416-0e74-403a-b568-99fa7889c10a
,,,,
酥炸二節翅 1kg【滿999免運】預炸食品 氣炸鍋 烤箱 油炸 炸物 拚盤,滿額折$30,$199,2,https://shopee.tw/%E9%85%A5%E7%82%B8%E4%BA%8C%E7%AF%80%E7%BF%85-1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%A0%90%E7%82%B8%E9%A3%9F%E5%93%81-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E7%83%A4%E7%AE%B1-%E6%B2%B9%E7%82%B8-%E7%82%B8%E7%89%A9-%E6%8B%9A%E7%9B%A4-i.772733494.20251585341?sp_atk=582bc56e-9c0f-443d-a5c0-69705b9ee9cb
